Beam,Date,Time,RTT(ms),Download(kbit/s),Upload(kbit/s)
106,2018-11-18,0850,458.61,1843.2,2181.12
106,2018-11-18,0855,447.594,1536.0,2519.04
106,2018-11-18,0900,459.893,1945.6,2232.32
106,2018-11-18,0905,456.609,1935.36,1290.24
106,2018-11-18,0910,451.301,1710.08,962.56
106,2018-11-18,0915,491.201,1566.72,1894.4
106,2018-11-18,0920,430.14,1873.92,2191.36
106,2018-11-18,0925,442.225,1904.64,1054.72
106,2018-11-18,0930,451.589,1781.76,1413.12
106,2018-11-18,0935,437.315,1771.52,2334.72
106,2018-11-18,0940,624.029,1740.8,1392.64
106,2018-11-18,0945,466.507,1771.52,1792.0
106,2018-11-18,0950,450.087,1464.32,1976.32
106,2018-11-18,0955,431.895,1515.52,2170.88
106,2018-11-18,1000,529.627,1249.28,2119.68
106,2018-11-18,1005,445.393,1095.68,1034.24
106,2018-11-18,1010,451.787,1576.96,2273.28
106,2018-11-18,1015,444.031,1802.24,2170.88
106,2018-11-18,1020,483.516,1495.04,2211.84
106,2018-11-18,1025,432.859,1894.4,2232.32
106,2018-11-18,1030,471.358,1300.48,2283.52
106,2018-11-18,1035,501.108,2211.84,2324.48
106,2018-11-18,1040,469.934,1679.36,2211.84
106,2018-11-18,1045,453.088,1495.04,3051.52
106,2018-11-18,1050,433.087,1751.04,1884.16
106,2018-11-18,1055,493.283,1781.76,2027.52
106,2018-11-18,1100,453.215,1802.24,2283.52
106,2018-11-18,1105,427.502,2007.04,2222.08
106,2018-11-18,1110,433.269,1730.56,2201.6
106,2018-11-18,1115,440.203,1699.84,2068.48
106,2018-11-18,1120,473.425,1454.08,1126.4
106,2018-11-18,1125,436.77,696.32,2201.6
106,2018-11-18,1130,886.638,1146.88,1986.56
106,2018-11-18,1135,426.59,1413.12,2764.8
106,2018-11-18,1140,450.043,1290.24,2324.48
106,2018-11-18,1145,445.487,1372.16,2846.72
106,2018-11-18,1150,440.587,1515.52,2222.08
106,2018-11-18,1155,426.475,1423.36,2252.8
106,2018-11-18,1200,580.78,1003.52,1402.88
106,2018-11-18,1205,469.875,1699.84,1454.08
106,2018-11-18,1210,451.053,1740.8,1648.64
106,2018-11-18,1215,478.78,952.32,2406.4
106,2018-11-18,1220,453.404,1607.68,757.76
106,2018-11-18,1225,463.216,1546.24,2017.28
106,2018-11-18,1230,459.992,1740.8,2119.68
106,2018-11-18,1235,453.182,1628.16,1638.4
106,2018-11-18,1240,427.241,1935.36,2232.32
106,2018-11-18,1245,491.597,1638.4,2191.36
106,2018-11-18,1250,445.072,2129.92,2242.56
106,2018-11-18,1255,469.541,1802.24,2129.92
106,2018-11-18,1300,545.477,1792.0,1761.28
106,2018-11-18,1305,477.733,1771.52,993.28
106,2018-11-18,1310,451.34,1925.12,2119.68
106,2018-11-18,1315,435.373,1361.92,1454.08
106,2018-11-18,1320,465.268,1392.64,1249.28
106,2018-11-18,1325,458.247,1525.76,2109.44
106,2018-11-18,1330,533.601,1669.12,2088.96
106,2018-11-18,1335,459.809,1597.44,1976.32
106,2018-11-18,1340,489.957,1699.84,1187.84
106,2018-11-18,1345,472.802,1802.24,1034.24
106,2018-11-18,1350,428.346,1484.8,1249.28
106,2018-11-18,1355,425.553,1945.6,1433.6
106,2018-11-18,1400,449.721,1505.28,747.52
106,2018-11-18,1405,490.13,1955.84,2129.92
106,2018-11-18,1410,414.213,1249.28,1976.32
106,2018-11-18,1415,419.652,1546.24,1157.12
106,2018-11-18,1420,458.121,1822.72,1751.04
106,2018-11-18,1425,428.551,1751.04,2017.28
106,2018-11-18,1430,492.137,1443.84,1413.12
106,2018-11-18,1435,439.665,1443.84,2201.6
106,2018-11-18,1440,448.233,1484.8,1914.88
106,2018-11-18,1445,458.483,1484.8,2058.24
106,2018-11-18,1450,456.353,1290.24,2222.08
106,2018-11-18,1455,455.626,1556.48,2140.16
106,2018-11-18,1500,446.028,1617.92,2088.96
106,2018-11-18,1505,461.694,1873.92,1914.88
106,2018-11-18,1510,498.113,1034.24,1443.84
106,2018-11-18,1515,435.893,1372.16,1751.04
106,2018-11-18,1520,449.691,1372.16,2252.8
106,2018-11-18,1525,451.958,1781.76,2119.68
106,2018-11-18,1530,471.504,1382.4,952.32
106,2018-11-18,1535,452.657,1771.52,2908.16
106,2018-11-18,1540,451.235,1802.24,839.68
106,2018-11-18,1545,476.817,1024.0,1648.64
106,2018-11-18,1550,458.092,1669.12,1433.6
106,2018-11-18,1555,445.151,1116.16,2088.96
106,2018-11-18,1600,484.779,1484.8,1751.04
106,2018-11-18,1605,427.278,1597.44,2846.72
106,2018-11-18,1610,459.483,1054.72,2129.92
106,2018-11-18,1615,539.95,675.84,2078.72
106,2018-11-18,1620,437.303,757.76,2447.36
106,2018-11-18,1625,450.204,1269.76,1505.28
106,2018-11-18,1630,463.106,952.32,1955.84
106,2018-11-18,1635,449.76,1198.08,2027.52
106,2018-11-18,1640,455.201,952.32,2621.44
106,2018-11-18,1645,418.635,1525.76,1597.44
106,2018-11-18,1650,424.516,1699.84,1505.28
106,2018-11-18,1655,416.157,1617.92,1689.6
106,2018-11-18,1700,445.157,1792.0,2181.12
106,2018-11-18,1705,470.139,1607.68,2211.84
106,2018-11-18,1710,468.015,2140.16,1955.84
106,2018-11-18,1715,486.911,1566.72,2150.4
106,2018-11-18,1720,466.031,1802.24,2211.84
106,2018-11-18,1725,463.209,1034.24,2109.44
106,2018-11-18,1730,475.815,1454.08,1904.64
106,2018-11-18,1735,444.853,1648.64,2068.48
106,2018-11-18,1740,486.825,1699.84,2201.6
106,2018-11-18,1745,464.965,1720.32,2007.04
106,2018-11-18,1750,486.446,1966.08,1105.92
106,2018-11-18,1755,441.155,1658.88,2140.16
106,2018-11-18,1800,456.877,1638.4,1966.08
106,2018-11-18,1805,432.904,880.64,1320.96
106,2018-11-18,1810,537.962,1781.76,2242.56
106,2018-11-18,1815,463.289,1914.88,1320.96
106,2018-11-18,1820,450.678,1781.76,2211.84
106,2018-11-18,1825,452.867,1781.76,2088.96
106,2018-11-18,1830,431.792,1873.92,2856.96
106,2018-11-18,1835,465.83,1904.64,2887.68
106,2018-11-18,1840,496.894,1986.56,2263.04
106,2018-11-18,1845,462.328,1863.68,2232.32
106,2018-11-18,1850,465.533,1925.12,2836.48
106,2018-11-18,1855,441.461,1761.28,2631.68
106,2018-11-18,1900,417.62,1495.04,1802.24
106,2018-11-18,1905,477.109,1648.64,1832.96
106,2018-11-18,1910,438.8,1720.32,1269.76
106,2018-11-18,1915,428.409,1464.32,2037.76
106,2018-11-18,1920,436.532,1566.72,2037.76
106,2018-11-18,1925,444.702,1710.08,1914.88
106,2018-11-18,1930,429.718,1638.4,2119.68
106,2018-11-18,1935,429.801,1361.92,2027.52
106,2018-11-18,1940,446.728,1576.96,1382.4
106,2018-11-18,1945,431.798,1546.24,1495.04
106,2018-11-18,1950,439.603,1280.0,1218.56
106,2018-11-18,1955,423.618,1638.4,1945.6
106,2018-11-18,2000,428.328,1792.0,1822.72
106,2018-11-18,2005,458.079,1730.56,1853.44
106,2018-11-18,2010,444.68,1228.8,1300.48
106,2018-11-18,2015,422.756,1525.76,1863.68
106,2018-11-18,2020,433.287,952.32,1863.68
106,2018-11-18,2025,431.531,1310.72,1484.8
106,2018-11-18,2030,426.401,1515.52,1423.36
106,2018-11-18,2035,457.406,1556.48,1382.4
106,2018-11-18,2040,448.548,1024.0,880.64
106,2018-11-18,2045,437.476,1873.92,1904.64
106,2018-11-18,2050,440.231,1382.4,1300.48
106,2018-11-18,2055,417.817,1454.08,1280.0
106,2018-11-18,2100,445.459,1443.84,1116.16
106,2018-11-18,2105,567.773,1392.64,1003.52
106,2018-11-18,2110,442.986,952.32,1495.04
106,2018-11-18,2115,440.379,1372.16,1832.96
106,2018-11-18,2120,452.18,1310.72,1873.92
106,2018-11-18,2125,433.781,1351.68,1454.08
106,2018-11-18,2130,422.965,1699.84,1341.44
106,2018-11-18,2135,421.301,1617.92,1402.88
106,2018-11-18,2140,509.852,1935.36,1198.08
106,2018-11-18,2145,433.512,1556.48,839.68
106,2018-11-18,2150,418.948,2007.04,1474.56
106,2018-11-18,2155,439.894,1843.2,1853.44
106,2018-11-18,2200,423.269,1904.64,1884.16
106,2018-11-18,2205,438.595,1546.24,2078.72
106,2018-11-18,2210,467.265,1689.6,1996.8
106,2018-11-18,2215,449.72,1566.72,2498.56
106,2018-11-18,2220,450.749,1863.68,2723.84
106,2018-11-18,2225,451.571,1843.2,2928.64
106,2018-11-18,2230,461.48,1873.92,2897.92
106,2018-11-18,2235,432.129,1822.72,2703.36
106,2018-11-18,2240,432.952,1699.84,2662.4
106,2018-11-18,2245,444.945,1740.8,2856.96
106,2018-11-18,2250,441.407,1771.52,2918.4
106,2018-11-18,2255,431.796,1372.16,2969.6
106,2018-11-18,2300,446.065,2129.92,2775.04
106,2018-11-18,2305,441.064,1894.4,2355.2
106,2018-11-18,2310,441.357,1853.44,2539.52
106,2018-11-18,2315,579.763,1525.76,2949.12
106,2018-11-18,2320,463.061,1290.24,1464.32
106,2018-11-18,2325,431.885,1372.16,1433.6
106,2018-11-18,2330,432.795,1802.24,2764.8
106,2018-11-18,2335,422.03,1720.32,2918.4
106,2018-11-18,2340,466.648,1832.96,2662.4
106,2018-11-18,2345,452.035,1392.64,2928.64
106,2018-11-18,2350,439.282,1894.4,2478.08
106,2018-11-18,2355,438.131,1966.08,2764.8
106,2018-11-19,0000,433.465,1894.4,2744.32
106,2018-11-19,0005,431.403,1699.84,2590.72
106,2018-11-19,0010,461.427,1628.16,2949.12
106,2018-11-19,0015,428.407,1802.24,2744.32
106,2018-11-19,0020,568.362,1495.04,2928.64
106,2018-11-19,0025,443.245,1689.6,2836.48
106,2018-11-19,0030,463.276,1669.12,2867.2
106,2018-11-19,0035,444.969,1525.76,2867.2
106,2018-11-19,0040,446.588,1771.52,2754.56
106,2018-11-19,0045,466.442,1884.16,2631.68
106,2018-11-19,0050,437.531,1812.48,2887.68
106,2018-11-19,0055,455.488,1812.48,2979.84
106,2018-11-19,0100,436.514,1863.68,2600.96
106,2018-11-19,0105,428.139,2027.52,2682.88
106,2018-11-19,0110,445.021,1832.96,2529.28
106,2018-11-19,0115,466.191,1761.28,2324.48
106,2018-11-19,0120,459.791,1658.88,2273.28
106,2018-11-19,0125,451.714,1986.56,2385.92
106,2018-11-19,0130,428.32,1228.8,2355.2
106,2018-11-19,0135,441.876,2211.84,2990.08
106,2018-11-19,0140,427.067,2170.88,2304.0
106,2018-11-19,0145,428.457,2211.84,2191.36
106,2018-11-19,0150,436.667,2170.88,2416.64
106,2018-11-19,0155,422.329,1986.56,2877.44
106,2018-11-19,0200,416.098,1863.68,2908.16
106,2018-11-19,0205,560.142,2150.4,2457.6
106,2018-11-19,0210,439.835,1812.48,2385.92
106,2018-11-19,0215,425.992,1955.84,2846.72
106,2018-11-19,0220,423.438,2007.04,2355.2
106,2018-11-19,0225,438.752,2119.68,2396.16
106,2018-11-19,0230,423.422,2201.6,2355.2
106,2018-11-19,0235,429.781,2222.08,2304.0
106,2018-11-19,0240,423.348,1976.32,2887.68
106,2018-11-19,0245,406.477,2191.36,3010.56
106,2018-11-19,0250,426.537,1802.24,2590.72
106,2018-11-19,0255,434.666,1945.6,2488.32
106,2018-11-19,0300,418.401,1914.88,2416.64
106,2018-11-19,0305,442.879,1894.4,2365.44
106,2018-11-19,0310,439.746,1894.4,2990.08
106,2018-11-19,0315,437.163,2017.28,2406.4
106,2018-11-19,0320,433.585,2068.48,2437.12
106,2018-11-19,0325,428.42,1699.84,2959.36
106,2018-11-19,0330,422.855,1740.8,1822.72
106,2018-11-19,0335,428.095,1914.88,2406.4
106,2018-11-19,0340,454.771,1894.4,2938.88
106,2018-11-19,0345,440.641,1751.04,2785.28
106,2018-11-19,0350,460.302,1607.68,2693.12
106,2018-11-19,0355,437.493,1556.48,2621.44
106,2018-11-19,0400,426.989,1679.36,2611.2
106,2018-11-19,0405,446.478,1710.08,3000.32
106,2018-11-19,0410,429.849,1832.96,2406.4
106,2018-11-19,0415,421.908,1863.68,2406.4
106,2018-11-19,0420,426.449,2211.84,2263.04
106,2018-11-19,0425,417.333,2211.84,2406.4
106,2018-11-19,0430,416.828,1822.72,2703.36
106,2018-11-19,0435,425.724,2140.16,2764.8
106,2018-11-19,0440,410.695,2119.68,2795.52
106,2018-11-19,0445,438.83,1853.44,2641.92
106,2018-11-19,0450,435.058,1925.12,2928.64
106,2018-11-19,0455,472.786,1955.84,2406.4
106,2018-11-19,0500,443.732,1556.48,2703.36
106,2018-11-19,0505,443.481,2222.08,2406.4
106,2018-11-19,0510,448.505,2068.48,2416.64
106,2018-11-19,0515,427.056,1894.4,2222.08
106,2018-11-19,0520,424.754,1935.36,2385.92
106,2018-11-19,0525,451.381,2232.32,2959.36
106,2018-11-19,0530,458.109,1884.16,2406.4
106,2018-11-19,0535,,,
106,2018-11-19,0540,435.423,1832.96,1177.6
106,2018-11-19,0545,426.746,1976.32,2048.0
106,2018-11-19,0550,428.886,1710.08,1413.12
106,2018-11-19,0555,428.668,1658.88,2406.4
106,2018-11-19,0600,428.389,1986.56,2396.16
106,2018-11-19,0605,443.107,1894.4,2867.2
106,2018-11-19,0610,517.573,1853.44,2754.56
106,2018-11-19,0615,414.724,1157.12,2611.2
106,2018-11-19,0620,439.313,2078.72,2938.88
106,2018-11-19,0625,446.555,2109.44,2990.08
106,2018-11-19,0630,430.389,2181.12,2304.0
106,2018-11-19,0635,438.436,2078.72,2990.08
106,2018-11-19,0640,426.677,2252.8,2990.08
106,2018-11-19,0645,433.002,2160.64,2437.12
106,2018-11-19,0650,429.936,2068.48,2990.08
106,2018-11-19,0655,436.43,1720.32,2467.84
106,2018-11-19,0700,466.717,1792.0,2734.08
106,2018-11-19,0705,447.203,1822.72,2764.8
106,2018-11-19,0710,430.095,1495.04,2703.36
106,2018-11-19,0715,425.608,1607.68,2447.36
106,2018-11-19,0720,420.497,1822.72,2191.36
106,2018-11-19,0725,433.443,1935.36,1966.08
106,2018-11-19,0730,446.038,1914.88,2201.6
106,2018-11-19,0735,428.482,1863.68,2068.48
106,2018-11-19,0740,582.857,1617.92,2600.96
106,2018-11-19,0745,426.3,1914.88,2181.12
106,2018-11-19,0750,432.883,1873.92,2129.92
106,2018-11-19,0755,429.728,1761.28,2170.88
106,2018-11-19,0800,417.706,1730.56,2600.96
106,2018-11-19,0805,438.081,1617.92,2385.92
106,2018-11-19,0810,431.491,1474.56,2129.92
106,2018-11-19,0815,433.44,1638.4,2170.88
106,2018-11-19,0820,463.373,1433.6,2682.88
106,2018-11-19,0825,431.255,1597.44,2662.4
106,2018-11-19,0830,430.336,1699.84,2529.28
106,2018-11-19,0835,452.58,1597.44,2324.48
106,2018-11-19,0840,467.612,798.72,2242.56
106,2018-11-19,0845,453.815,1413.12,1259.52
106,2018-11-19,0850,459.754,1310.72,2764.8
106,2018-11-19,0855,446.733,1187.84,2222.08
106,2018-11-19,0900,500.22,1034.24,2560.0
106,2018-11-19,0905,431.602,1034.24,2529.28
106,2018-11-19,0910,907.733,471.04,2385.92
106,2018-11-19,0915,930.337,1198.08,1320.96
106,2018-11-19,0920,938.985,1372.16,2775.04
106,2018-11-19,0925,430.836,1167.36,2222.08
106,2018-11-19,0930,948.345,1290.24,2928.64
106,2018-11-19,0935,813.26,1249.28,2990.08
106,2018-11-19,0940,963.045,1413.12,2938.88
106,2018-11-19,0945,435.964,645.12,2549.76
106,2018-11-19,0950,461.511,634.88,2406.4
106,2018-11-19,0955,536.619,460.8,2488.32
106,2018-11-19,1000,468.601,849.92,1423.36
106,2018-11-19,1005,484.907,204.8,2529.28
106,2018-11-19,1010,512.984,296.96,2017.28
106,2018-11-19,1015,463.381,542.72,2191.36
106,2018-11-19,1020,489.566,624.64,2529.28
106,2018-11-19,1025,543.947,563.2,2734.08
106,2018-11-19,1030,447.594,624.64,2375.68
106,2018-11-19,1035,477.525,389.12,2600.96
106,2018-11-19,1040,512.374,276.48,1095.68
106,2018-11-19,1045,485.381,460.8,2764.8
106,2018-11-19,1050,499.865,358.4,1413.12
106,2018-11-19,1055,488.756,491.52,1443.84
106,2018-11-19,1100,618.282,215.04,2027.52
106,2018-11-19,1105,479.462,460.8,1884.16
106,2018-11-19,1110,583.161,235.52,1853.44
106,2018-11-19,1115,532.114,399.36,1566.72
106,2018-11-19,1120,500.613,542.72,2263.04
106,2018-11-19,1125,515.218,378.88,2795.52
106,2018-11-19,1130,559.92,419.84,624.64
106,2018-11-19,1135,460.698,471.04,2201.6
106,2018-11-19,1140,445.979,471.04,2150.4
106,2018-11-19,1145,454.701,696.32,1269.76
106,2018-11-19,1150,464.525,747.52,2600.96
106,2018-11-19,1155,472.946,348.16,2160.64
106,2018-11-19,1200,452.413,368.64,2314.24
106,2018-11-19,1205,429.965,696.32,2201.6
106,2018-11-19,1210,430.826,788.48,2263.04
106,2018-11-19,1215,464.65,552.96,2846.72
106,2018-11-19,1220,500.058,450.56,2263.04
106,2018-11-19,1225,491.991,512.0,2150.4
106,2018-11-19,1230,623.527,286.72,2027.52
106,2018-11-19,1235,747.744,225.28,2160.64
106,2018-11-19,1240,577.554,327.68,2406.4
106,2018-11-19,1245,518.287,256.0,2672.64
106,2018-11-19,1250,493.295,419.84,2037.76
106,2018-11-19,1255,378.995,389.12,2478.08
106,2018-11-19,1300,461.753,624.64,2048.0
106,2018-11-19,1305,510.178,471.04,2570.24
106,2018-11-19,1310,477.708,491.52,2365.44
106,2018-11-19,1315,415.918,880.64,2385.92
106,2018-11-19,1320,503.62,542.72,2181.12
106,2018-11-19,1325,475.968,378.88,2662.4
106,2018-11-19,1330,477.541,471.04,2529.28
106,2018-11-19,1335,466.613,675.84,2426.88
106,2018-11-19,1340,478.208,522.24,2406.4
106,2018-11-19,1345,477.585,471.04,2467.84
106,2018-11-19,1350,476.015,471.04,2150.4
106,2018-11-19,1355,468.923,522.24,2498.56
106,2018-11-19,1400,469.931,706.56,2140.16
106,2018-11-19,1405,497.216,665.6,2129.92
106,2018-11-19,1410,467.187,460.8,2007.04
106,2018-11-19,1415,471.608,604.16,1720.32
106,2018-11-19,1420,459.354,552.96,1935.36
106,2018-11-19,1425,463.576,522.24,2242.56
106,2018-11-19,1430,472.187,706.56,1843.2
106,2018-11-19,1435,448.955,686.08,2170.88
106,2018-11-19,1440,437.053,819.2,2181.12
106,2018-11-19,1445,444.039,532.48,2764.8
106,2018-11-19,1450,474.249,593.92,2734.08
106,2018-11-19,1455,474.313,460.8,2570.24
106,2018-11-19,1500,470.335,655.36,1587.2
106,2018-11-19,1505,469.93,399.36,2324.48
106,2018-11-19,1510,515.694,368.64,1689.6
106,2018-11-19,1515,461.946,471.04,2693.12
106,2018-11-19,1520,500.531,686.08,2355.2
106,2018-11-19,1525,459.274,1443.84,1925.12
106,2018-11-19,1530,446.51,1351.68,1587.2
106,2018-11-19,1535,443.116,1495.04,2703.36
106,2018-11-19,1540,476.568,1617.92,1966.08
106,2018-11-19,1545,477.615,1259.52,1873.92
106,2018-11-19,1550,491.723,1126.4,1904.64
106,2018-11-19,1555,460.684,1259.52,2181.12
106,2018-11-19,1600,502.522,1136.64,1832.96
106,2018-11-19,1605,452.809,1280.0,2160.64
106,2018-11-19,1610,489.773,1269.76,1966.08
106,2018-11-19,1615,477.457,1054.72,1607.68
106,2018-11-19,1620,486.227,1228.8,2887.68
106,2018-11-19,1625,473.131,1259.52,2580.48
106,2018-11-19,1630,442.648,1187.84,2437.12
106,2018-11-19,1635,473.196,1239.04,2498.56
106,2018-11-19,1640,440.548,1587.2,2344.96
106,2018-11-19,1645,430.921,768.0,2447.36
106,2018-11-19,1650,463.013,1269.76,2560.0
106,2018-11-19,1655,437.819,1300.48,2385.92
106,2018-11-19,1700,464.941,1075.2,2826.24
106,2018-11-19,1705,530.978,1198.08,1771.52
106,2018-11-19,1710,491.646,1064.96,2877.44
106,2018-11-19,1715,430.809,1259.52,1884.16
106,2018-11-19,1720,448.245,1269.76,2928.64
106,2018-11-19,1725,439.193,1187.84,2897.92
106,2018-11-19,1730,428.661,1198.08,2365.44
106,2018-11-19,1735,449.688,1648.64,2437.12
106,2018-11-19,1740,447.553,931.84,1689.6
106,2018-11-19,1745,548.333,368.64,2580.48
106,2018-11-19,1750,452.744,788.48,1679.36
106,2018-11-19,1755,444.717,849.92,1228.8
106,2018-11-19,1800,477.148,1116.16,2078.72
106,2018-11-19,1805,445.263,880.64,901.12
106,2018-11-19,1810,434.202,880.64,2897.92
106,2018-11-19,1815,455.376,829.44,2037.76
106,2018-11-19,1820,483.178,880.64,1525.76
106,2018-11-19,1825,475.22,1054.72,2877.44
106,2018-11-19,1830,476.206,993.28,1720.32
106,2018-11-19,1835,466.311,460.8,2365.44
106,2018-11-19,1840,485.994,460.8,2887.68
106,2018-11-19,1845,930.185,194.56,2826.24
106,2018-11-19,1850,864.807,143.36,2283.52
106,2018-11-19,1855,528.432,378.88,2252.8
106,2018-11-19,1900,462.703,727.04,2365.44
106,2018-11-19,1905,462.999,1259.52,1280.0
106,2018-11-19,1910,470.217,1208.32,2775.04
106,2018-11-19,1915,509.267,1044.48,2334.72
106,2018-11-19,1920,436.399,1198.08,2836.48
106,2018-11-19,1925,456.84,1218.56,2887.68
106,2018-11-19,1930,469.265,1044.48,2856.96
106,2018-11-19,1935,455.92,778.24,2273.28
106,2018-11-19,1940,465.542,880.64,2877.44
106,2018-11-19,1945,496.89,778.24,2426.88
106,2018-11-19,1950,512.514,1075.2,2344.96
106,2018-11-19,1955,447.877,1177.6,2754.56
106,2018-11-19,2000,463.158,860.16,2836.48
106,2018-11-19,2005,457.23,880.64,2877.44
106,2018-11-19,2010,477.297,655.36,2334.72
106,2018-11-19,2015,488.397,1044.48,2058.24
106,2018-11-19,2020,450.807,645.12,2682.88
106,2018-11-19,2025,522.195,983.04,2723.84
106,2018-11-19,2030,527.085,378.88,2467.84
106,2018-11-19,2035,493.745,368.64,2140.16
106,2018-11-19,2040,485.757,839.68,1484.8
106,2018-11-19,2045,483.925,358.4,2007.04
106,2018-11-19,2050,577.666,409.6,1966.08
106,2018-11-19,2055,506.494,419.84,2416.64
106,2018-11-19,2100,501.419,460.8,2887.68
106,2018-11-19,2105,552.891,307.2,2775.04
106,2018-11-19,2110,467.163,491.52,2672.64
106,2018-11-19,2115,459.771,471.04,2918.4
106,2018-11-19,2120,516.695,573.44,2222.08
106,2018-11-19,2125,617.458,593.92,2928.64
106,2018-11-19,2130,478.2,307.2,2600.96
106,2018-11-19,2135,525.498,307.2,2529.28
106,2018-11-19,2140,637.007,245.76,2293.76
106,2018-11-19,2145,555.72,358.4,2846.72
106,2018-11-19,2150,522.68,501.76,2467.84
106,2018-11-19,2155,474.816,460.8,2385.92
106,2018-11-19,2200,462.44,870.4,2682.88
106,2018-11-19,2205,493.254,727.04,2324.48
106,2018-11-19,2210,468.17,471.04,2560.0
106,2018-11-19,2215,543.004,378.88,2365.44
106,2018-11-19,2220,461.71,1157.12,2826.24
106,2018-11-19,2225,491.099,522.24,2324.48
106,2018-11-19,2230,605.152,143.36,2027.52
106,2018-11-19,2235,733.98,266.24,1996.8
106,2018-11-19,2240,594.807,307.2,2201.6
106,2018-11-19,2245,469.956,491.52,2304.0
106,2018-11-19,2250,472.963,788.48,2140.16
106,2018-11-19,2255,459.205,593.92,2334.72
106,2018-11-19,2300,477.213,849.92,2314.24
106,2018-11-19,2305,446.309,696.32,2324.48
106,2018-11-19,2310,491.598,368.64,2406.4
106,2018-11-19,2315,464.424,552.96,2334.72
106,2018-11-19,2320,451.397,440.32,2478.08
106,2018-11-19,2325,445.798,645.12,2437.12
106,2018-11-19,2330,477.513,368.64,1576.96
106,2018-11-19,2335,466.676,808.96,2437.12
106,2018-11-19,2340,579.729,798.72,2426.88
106,2018-11-19,2345,488.249,532.48,2426.88
106,2018-11-19,2350,447.853,563.2,2856.96
106,2018-11-19,2355,468.456,552.96,2734.08
106,2018-11-20,0000,451.142,768.0,2344.96
106,2018-11-20,0005,467.708,727.04,2283.52
106,2018-11-20,0010,499.496,624.64,2365.44
106,2018-11-20,0015,444.273,757.76,2682.88
106,2018-11-20,0020,484.127,614.4,2467.84
106,2018-11-20,0025,443.1,788.48,2426.88
106,2018-11-20,0030,464.308,614.4,2283.52
106,2018-11-20,0035,451.014,1423.36,2897.92
106,2018-11-20,0040,436.04,1320.96,2324.48
106,2018-11-20,0045,444.932,1617.92,2375.68
106,2018-11-20,0050,441.566,1699.84,2211.84
106,2018-11-20,0055,433.44,1894.4,2283.52
106,2018-11-20,0100,435.345,1628.16,2816.0
106,2018-11-20,0105,436.253,1187.84,2846.72
106,2018-11-20,0110,423.507,1628.16,2672.64
106,2018-11-20,0115,424.975,1904.64,2344.96
106,2018-11-20,0120,436.491,1669.12,2385.92
106,2018-11-20,0125,474.128,1361.92,2273.28
106,2018-11-20,0130,551.706,1802.24,2416.64
106,2018-11-20,0135,437.949,1832.96,2908.16
106,2018-11-20,0140,441.962,1873.92,2314.24
106,2018-11-20,0145,424.122,1863.68,2416.64
106,2018-11-20,0150,430.542,1884.16,2426.88
106,2018-11-20,0155,427.83,1925.12,2959.36
106,2018-11-20,0200,431.957,1792.0,2867.2
106,2018-11-20,0205,432.421,1904.64,2580.48
106,2018-11-20,0210,426.413,2088.96,2416.64
106,2018-11-20,0215,427.999,1976.32,2385.92
106,2018-11-20,0220,443.662,2201.6,2416.64
106,2018-11-20,0225,419.503,1433.6,2959.36
106,2018-11-20,0230,438.175,1935.36,2334.72
106,2018-11-20,0235,451.576,1986.56,2365.44
106,2018-11-20,0240,455.21,1853.44,2355.2
106,2018-11-20,0245,427.921,2232.32,2416.64
106,2018-11-20,0250,427.205,1904.64,2867.2
106,2018-11-20,0255,423.404,2160.64,2437.12
106,2018-11-20,0300,541.713,1925.12,2437.12
106,2018-11-20,0305,431.481,2222.08,2416.64
106,2018-11-20,0310,426.851,1873.92,2795.52
106,2018-11-20,0315,421.616,2140.16,2877.44
106,2018-11-20,0320,444.701,2027.52,2826.24
106,2018-11-20,0325,429.267,1945.6,2979.84
106,2018-11-20,0330,439.565,2211.84,2723.84
106,2018-11-20,0335,428.432,2160.64,2416.64
106,2018-11-20,0340,433.605,2211.84,2457.6
106,2018-11-20,0345,437.261,2222.08,2344.96
106,2018-11-20,0350,421.764,2201.6,2406.4
106,2018-11-20,0355,434.115,1853.44,2979.84
106,2018-11-20,0400,443.024,2048.0,2816.0
106,2018-11-20,0405,440.054,2160.64,2938.88
106,2018-11-20,0410,456.745,2232.32,2918.4
106,2018-11-20,0415,439.886,1976.32,2539.52
106,2018-11-20,0420,424.623,2211.84,2447.36
106,2018-11-20,0425,429.296,2222.08,2437.12
106,2018-11-20,0430,415.869,1720.32,2908.16
106,2018-11-20,0435,433.952,2160.64,2457.6
106,2018-11-20,0440,422.29,2160.64,2416.64
106,2018-11-20,0445,434.758,2129.92,2426.88
106,2018-11-20,0450,423.532,2222.08,2416.64
106,2018-11-20,0455,417.62,1955.84,2908.16
106,2018-11-20,0500,417.009,2027.52,2887.68
106,2018-11-20,0505,436.486,2150.4,2969.6
106,2018-11-20,0510,427.805,2201.6,2816.0
106,2018-11-20,0515,441.739,2222.08,2990.08
106,2018-11-20,0520,435.601,2222.08,2416.64
106,2018-11-20,0525,431.582,2222.08,2979.84
106,2018-11-20,0530,433.428,2181.12,2457.6
106,2018-11-20,0535,433.421,2222.08,2314.24
106,2018-11-20,0540,460.136,1955.84,2979.84
106,2018-11-20,0545,448.402,2201.6,2447.36
106,2018-11-20,0550,428.735,2068.48,2437.12
106,2018-11-20,0555,428.447,2222.08,2396.16
106,2018-11-20,0600,430.846,2242.56,2396.16
